34.7211057,-86.5819139
32.395862,-86.210626
32.4969611,-85.01805
34.179481,-86.839787
32.631678,-85.448004
34.5905077,-86.9726775
33.5030668,-86.8089953
34.7573884,-86.5816877
30.6918605,-88.0545162
34.7123516,-86.5752905
30.698189,-88.043662
33.5091205,-86.7883032
33.4513461,-86.8129179
34.7650887,-87.6986407
32.5931117,-85.4880686
33.6547836,-85.8204915
33.4643328,-86.774203
30.629995,-88.090821
33.6038069,-86.2880584
30.6896092,-88.0431168
34.753819,-86.64144
30.6925179,-88.15598
34.2343707,-86.1637991
30.6614182,-88.163286
33.546169,-86.553196
30.5640381,-87.7105282
30.5558347,-88.1233101
34.0715077,-86.5870296
33.4000292,-86.7902552
33.474505,-86.786422
33.441548,-86.8434
33.1877326,-87.5773927
30.6435685,-88.0775451
34.889956,-86.562037
34.7203303,-86.5917785
34.692628,-86.578632
31.1920194,-85.3745444
32.349223,-86.339452
33.17984,-87.5059069
33.5417377,-86.7495565
33.3397891,-86.8510222
33.245866,-86.815209
33.4796289,-86.7869721
34.721237,-86.575113
33.4632615,-86.7901779
34.7966596,-87.6812683
33.483098,-86.705593
33.4953324,-86.8073572
34.7449654,-87.6754301
33.4544043,-86.7350955
61.2154856,-149.9019624
61.214335,-149.879502
61.136841,-149.834796
60.5541338,-151.2581245
61.195818,-149.8405916
64.846587,-147.864845
61.1859301,-149.8381742
64.839269,-147.7137785
61.136997,-146.3500547
61.184038,-149.8176044
60.4877778,-151.0583332
61.175423,-149.89695
61.1897892,-149.8173356
61.5913812,-149.3610207
61.183321,-149.8352109
58.3333,-134.467
58.3653337,-134.579999
58.372636,-134.6170381
59.6506925,-151.5471775
61.210211,-149.829296
61.1897892,-149.8173356
61.1858913,-149.8218403
61.183321,-149.8352109
64.8303159,-147.7423451
61.5869546,-149.4298261
56.8124733,-132.9561207
59.6501469,-151.5215882
61.1866778,-149.9230951
61.109073,-149.857789
57.8002138,-152.3753011
61.141461,-149.843829
55.3559566,-131.6933041
58.3620941,-134.572584
57.0565622,-135.3475263
61.1881235,-149.8866114
61.210211,-149.829296
61.210211,-149.829296
61.585606,-149.3805999
33.5801739,-111.8819717
32.168433,-110.956591
35.2215548,-114.0383434
33.47686,-112.069099
33.392447,-111.886963
34.6044243,-112.4572642
35.214315,-111.611622
33.5867082,-112.1219822
33.583236,-111.980322
33.488869,-111.92575
33.5803241,-111.8836728
33.3930321,-111.8785732
33.5828107,-111.8218195
32.2462736,-110.8529463
32.1800749,-110.9175408
33.304659,-111.985429
33.458239,-112.046129
33.6399054,-111.8936723
33.4809944,-112.0773077
32.4436008,-110.9340878
33.640683,-111.895057
33.6485428,-112.2291584
33.5910949,-112.2677359
33.2959935,-111.9971322
33.0512724,-109.3295021
33.642974,-111.900365
33.3937943,-111.8784295
33.3042146,-111.9958949
33.6698957,-112.2028506
33.348617,-111.75689
33.864114,-112.142402
33.488869,-111.92575
32.249105,-110.879091
32.2505326,-111.0008274
33.725307,-111.978189
33.3793376,-111.7245213
33.304659,-111.985429
34.5909228,-112.3267442
32.6874038,-114.6386507
33.5099969,-111.9880736
32.293193,-110.961769
33.6329157,-112.1868896
33.5857641,-111.7935598
33.6605853,-111.95604
33.421176,-111.965254
34.7391876,-112.0098791
33.5803241,-111.8836728
33.5801739,-111.8819717
32.6839896,-114.6463243
33.4342612,-111.8390785
35.1938586,-111.6362612
32.3317179,-110.977206
33.4342612,-111.8390785
34.255214,-110.0321985
33.5023042,-111.9366139
33.4124661,-111.8232079
33.780726,-111.923811
33.377881,-111.723855
33.321821,-111.82279
33.450153,-111.683697
33.610173,-112.357696
33.7138273,-112.142998
34.562242,-112.4822828
34.864603,-111.801078
35.2181692,-111.6207027
32.4244527,-110.9610649
33.6104714,-111.7288908
33.5094222,-111.9105349
33.4844434,-112.364207
33.2336627,-111.8599004
33.6107638,-112.1852313
32.22117,-110.943289
32.9050774,-111.7400245
32.3704306,-111.1369426
33.6260352,-111.9757098
31.901084,-110.992756
32.2507394,-110.8393695
33.511122,-112.014612
33.6259933,-111.9773633
33.4657434,-112.0674683
33.37704,-111.638793
33.3765702,-112.1666162
33.5785774,-111.880463
33.5097879,-111.9967528
33.248994,-111.86573
33.3932601,-111.8686061
33.4809944,-112.0773077
32.1763131,-110.9263898
33.5097879,-111.9967528
33.4400704,-112.0438705
33.4585496,-112.0269621
33.304659,-111.985429
33.4124661,-111.8232079
33.4585496,-112.0269621
33.4124661,-111.8232079
36.3742159,-94.206183
36.341536,-94.1844409
33.5807411,-92.8512032
36.124515,-94.140703
35.29825,-94.409522
34.8273456,-92.3900717
36.2258858,-94.1710001
34.2314072,-92.0435156
35.2407954,-91.7178936
35.2518042,-91.7036415
34.746803,-92.318268
36.077049,-94.17028
35.0406838,-90.7806379
35.2474184,-91.7701161
35.806812,-90.6946269
34.746607,-92.380884
36.346418,-92.3847119
35.0771863,-92.4594139
36.0595578,-91.905196
36.2841987,-94.1523084
35.0855113,-92.4741685
34.6455759,-92.3067754
35.0924789,-92.4363877
35.287247,-93.16579
35.2202415,-93.156537
35.302787,-94.396113
34.768206,-92.3878267
34.791601,-92.398326
34.6539285,-93.0562518
35.766529,-91.6360482
34.820227,-92.235579
34.847584,-92.407928
34.5774544,-92.5763046
35.2805056,-93.1421449
35.828709,-90.670519
36.339912,-94.2088957
35.0855113,-92.4741685
36.3584735,-94.294245
34.754519,-92.386746
33.4605405,-94.0426627
37.4392626,-122.1621659
35.27474,-120.647524
34.0682573,-118.3836247
32.7792075,-117.0083751
34.056427,-118.424747
34.14443,-118.124765
35.3734703,-119.0459707
37.566283,-122.326106
32.673886,-117.111971
32.762363,-117.142768
37.993082,-122.117728
34.0666918,-118.3863258
32.750225,-117.160402
37.4919176,-121.926556
37.3221659,-122.0512027
33.562409,-117.667127
34.1699967,-118.5309207
32.638398,-117.04935
38.388304,-122.814001
34.0305659,-118.4847305
34.0649832,-118.4464735
37.960926,-122.5015858
34.1472148,-118.7673483
34.2027379,-118.630153
34.156412,-118.4838229
34.0671426,-118.2704531
34.1466687,-118.2692264
34.0466089,-118.5241116
33.6670644,-117.7637962
35.3830276,-118.9677318
32.7980066,-117.1508216
39.521809,-121.553376
37.950465,-121.268647
34.032834,-118.481967
37.033595,-122.0215079
37.7869837,-122.4556335
37.453024,-122.18763
34.044673,-118.525548
33.689695,-117.995812
34.031217,-118.476451
34.155723,-118.482452
37.8295741,-122.248281
33.6293831,-117.9310518
34.2128983,-119.1943211
33.8026458,-118.1481492
34.0682573,-118.3836247
33.7882433,-118.1456258
38.6563617,-121.2919232
37.789657,-122.407834
34.218803,-119.191016
32.754409,-117.046048
33.847965,-117.934514
32.8380459,-117.2719366
34.442534,-119.7510704
33.021021,-117.204357
33.121269,-117.07845
34.066902,-118.375919
37.7944089,-122.3968131
36.5920117,-121.8986318
34.0622427,-117.945274
33.989194,-117.931713
36.835883,-119.770364
32.651821,-116.964971
32.882966,-117.226436
33.7620951,-116.405704
33.816567,-118.376475
34.050261,-118.433842
34.0261435,-118.4863013
34.2714119,-118.7304744
34.203221,-118.63131
34.4348403,-119.8104823
39.432167,-123.798943
37.326267,-121.936859
32.7247989,-117.1637192
33.613729,-117.871929
34.4284693,-119.8766372
33.7821188,-118.3523419
33.599722,-117.699444
34.0293668,-118.4800923
37.8616194,-122.4898228
32.9366379,-117.2313085
34.4313983,-119.7209205
37.774008,-122.4543729
33.6534766,-117.6474395
34.1459848,-118.1142289
39.2158543,-121.0588271
34.1636701,-118.2557138
37.8944595,-122.0751138
34.054414,-118.263578
37.252123,-121.9517836
32.7519604,-117.1615897
37.692678,-121.879911
35.636752,-117.677189
33.054571,-117.260603
33.8389462,-118.3099651
36.2981145,-119.2898578
37.937938,-121.698232
33.739556,-118.307452
40.550824,-122.378238
34.1718275,-118.5339878
36.5398262,-121.9049925
33.6598394,-117.8746161
37.698297,-122.0873146
33.7176282,-117.8324915
37.487084,-122.238582
37.777813,-121.958059
34.0649148,-118.4456356
37.43815,-122.176089
33.9246388,-117.9817018
33.6661418,-117.7609214
34.073582,-118.380947
36.612605,-121.901309
36.9171809,-121.7772943
36.5966267,-121.8590711
36.97728,-122.020766
36.841539,-119.760284
37.7906375,-122.4321845
37.6904318,-121.8842159
34.1486391,-118.2577481
32.7525986,-117.163328
33.5001293,-117.7415273
37.368812,-122.031271
37.295806,-120.4755901
34.062508,-118.347602
34.067812,-118.3838645
37.8534592,-122.0353488
33.7541226,-116.4312966
34.092782,-117.689098
34.440641,-119.72656
36.9869094,-121.920459
38.288699,-122.29823
33.943764,-117.239995
34.0302944,-118.4778433
33.831329,-118.290421
38.441191,-122.699481
33.59567,-117.6760205
